Compound ID,smiles,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,ESOL predicted log solubility in mols per litre,LogP,AromaticProportion,FluorineAtoms,ChlorineAtoms,BromineAtoms,IodineAtoms,TotalHalogenAtoms
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1,229.715,2,1,4,62.73,-4.43,-3.329,2.1655999999999995,0.4,0.0,1.0,0.0,0.0,1.0
2-Methylpentanol,CCCC(C)CO,1,102.177,1,0,3,20.23,-1.11,-1.381,1.4149,0.0,0.0,0.0,0.0,0.0,0.0
2-Methyl-2-hexanol,CCCCC(C)(C)O,1,116.204,1,0,3,20.23,-1.08,-1.663,1.9475000000000002,0.0,0.0,0.0,0.0,0.0,0.0
Ethylbenzene,CCc1ccccc1,1,106.168,0,1,1,0.0,-2.77,-2.988,2.2490000000000006,0.75,0.0,0.0,0.0,0.0,0.0
5-(3-Methyl-2-butenyl)-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,1,224.26,2,1,3,75.27,-2.253,-2.126,1.1050999999999993,0.0,0.0,0.0,0.0,0.0,0.0
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,373.321,0,3,0,0.0,-6.317,-5.26,5.2415,0.0,0.0,7.0,0.0,0.0,7.0
butallylonal,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,1,303.156,2,1,4,75.27,-2.647,-2.766,1.6836,0.0,0.0,0.0,1.0,0.0,1.0
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,1,349.43,0,3,5,59.32,-6.025,-6.15,5.268980000000004,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
Methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1,310.478,0,0,10,35.53,-5.19,-4.795,5.062000000000006,0.0,0.0,0.0,0.0,0.0,0.0
Ethyl propionate,CCOC(=O)CC,1,102.133,0,0,2,26.3,-0.66,-1.191,0.9595,0.0,0.0,0.0,0.0,0.0,0.0
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,1,241.364,2,1,5,62.73,-4.1,-3.693,2.2340999999999998,0.375,0.0,0.0,0.0,0.0,0.0
Buturon,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,1,236.702,1,1,2,32.34,-3.9,-3.199,2.825400000000001,0.375,0.0,1.0,0.0,0.0,1.0
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,1,156.228,0,2,0,0.0,-4.72,-4.116,3.456640000000002,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
"2,4',5-PCB",Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,1,257.547,0,2,1,0.0,-6.25,-5.762,5.313800000000001,0.8,0.0,3.0,0.0,0.0,3.0
"2,3',4,4',5-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,1,360.882,0,2,1,0.0,-7.39,-7.343,7.274000000000001,0.6666666666666666,0.0,6.0,0.0,0.0,6.0
2-cyanoguanidine,NC(N)=NC#N ,1,84.082,2,0,0,88.19,-0.31,0.361,-1.2591199999999998,0.0,0.0,0.0,0.0,0.0,0.0
Chloropicrin,ClC(Cl)(Cl)N(=O)=O,1,164.375,0,0,0,43.14,-2.0,-1.866,1.5908000000000002,0.0,0.0,3.0,0.0,0.0,3.0
"2,6-PCB",Clc1cccc(Cl)c1c2ccccc2 ,1,223.102,0,2,1,0.0,-5.21,-4.984,4.660400000000003,0.8571428571428571,0.0,2.0,0.0,0.0,2.0
p-Methoxybenzaldehyde,COc1ccc(C=O)cc1,1,136.15,0,1,2,26.3,-1.49,-2.252,1.5076999999999998,0.6,0.0,0.0,0.0,0.0,0.0
4-Nitroacetanilide,CC(=O)Nc1ccc(cc1)N(=O)=O,1,180.163,1,1,2,72.24,-2.692,-2.219,1.5531999999999997,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
Ethyl heptanoate,CCCCCCC(=O)OCC,1,158.241,0,0,6,26.3,-2.74,-2.608,2.5199000000000007,0.0,0.0,0.0,0.0,0.0,0.0
p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,1,151.165,2,1,1,49.33,-1.03,-1.495,1.3505999999999998,0.5454545454545454,0.0,0.0,0.0,0.0,0.0
indazole,c2ccc1[nH]ncc1c2 ,2,118.139,1,2,0,28.68,-2.16,-2.34,1.5629,1.0,0.0,0.0,0.0,0.0,0.0
triamcinolone acetonide,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,1,434.504,2,5,2,93.06,-4.31,-3.928,2.4188000000000005,0.0,1.0,0.0,0.0,0.0,1.0
guanine,Nc2nc1[nH]cnc1c(=O)[nH]2 ,1,151.129,3,2,0,100.45,-3.583,-0.67,-0.7716000000000003,0.8181818181818182,0.0,0.0,0.0,0.0,0.0
Methyl acetate,COC(=O)C,1,74.079,0,0,0,26.3,0.46,-0.416,0.1792999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Stanolone,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,1,290.447,1,4,0,37.3,-4.743,-3.882,3.9591000000000034,0.0,0.0,0.0,0.0,0.0,0.0
1-Hexene-3-ol,CCCC(O)C=C,1,100.161,1,0,3,20.23,-0.59,-1.199,1.3334,0.0,0.0,0.0,0.0,0.0,0.0
norbormide,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,1,511.581,2,7,5,92.18,-3.931,-4.238,4.289400000000002,0.6153846153846154,0.0,0.0,0.0,0.0,0.0
Dibutyl ether ,CCCCOCCCC,1,130.231,0,0,6,9.23,-1.85,-2.135,2.603200000000001,0.0,0.0,0.0,0.0,0.0,0.0
1-Dodecanol,CCCCCCCCCCCCO,1,186.339,1,0,10,20.23,-4.8,-3.523,3.8996000000000035,0.0,0.0,0.0,0.0,0.0,0.0
RTI 6,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,1,313.361,2,3,4,81.59,-3.36,-3.335,1.6287999999999996,0.5217391304347826,0.0,0.0,0.0,0.0,0.0
2-Methyl-2-pentanol,CCCC(C)(C)O,1,102.177,1,0,2,20.23,-0.49,-1.308,1.5574,0.0,0.0,0.0,0.0,0.0,0.0
Flucytosine,Nc1nc(=O)[nH]cc1F,1,129.094,2,1,0,71.77,-0.972,-0.132,-0.5088000000000001,0.6666666666666666,1.0,0.0,0.0,0.0,1.0
stadacaine,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,1,293.407,0,1,9,38.77,-3.84,-5.128,3.8884000000000034,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
2-Methyl-2-heptanol,CCCCCC(C)(C)O,1,130.231,1,0,4,20.23,-1.72,-2.017,2.3376000000000006,0.0,0.0,0.0,0.0,0.0,0.0
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,1,162.276,0,1,0,0.0,-5.23,-4.361,3.5371200000000025,0.5,0.0,0.0,0.0,0.0,0.0
Thymol,CC(C)c1ccc(C)cc1O,1,150.221,1,1,1,20.23,-2.22,-3.129,2.824020000000002,0.5454545454545454,0.0,0.0,0.0,0.0,0.0
Pteridine,c2cnc1ncncc1n2,2,132.126,0,2,0,51.56,0.02,-0.906,0.41979999999999984,1.0,0.0,0.0,0.0,0.0,0.0
Parathion,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,1,291.265,0,1,7,70.83,-4.66,-3.949,3.2711000000000023,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Methane,C,0,16.043,0,0,0,0.0,-0.9,-0.636,0.6361,0.0,0.0,0.0,0.0,0.0,0.0
indoline,c2ccc1NCCc1c2 ,2,119.167,1,2,0,12.03,-1.04,-2.195,1.6545999999999998,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
1-Nitronapthalene,O=N(=O)c1cccc2ccccc12,1,173.171,0,2,1,43.14,-3.54,-3.414,2.748000000000001,0.7692307692307693,0.0,0.0,0.0,0.0,0.0
3-Methyl-2-pentanone,CCC(C)C(=O)C,1,100.161,0,0,2,17.07,-0.67,-1.266,1.6215,0.0,0.0,0.0,0.0,0.0,0.0
isoguanine,Nc1nc(O)nc2nc[nH]c12 ,1,151.129,3,2,0,100.71,-3.401,-1.74,-0.3593,0.8181818181818182,0.0,0.0,0.0,0.0,0.0
bromadiolone,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,1,527.414,2,5,6,70.67,-4.445,-7.877,7.183700000000006,0.8,0.0,0.0,1.0,0.0,1.0
Nitromethane,CN(=O)=O,1,61.04,0,0,0,43.14,0.26,-0.042,-0.10710000000000008,0.0,0.0,0.0,0.0,0.0,0.0
Triallate,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,1,304.67,0,0,4,20.31,-4.88,-4.578,4.843900000000003,0.0,0.0,3.0,0.0,0.0,3.0
"1,5-Hexadiene ",C=CCCC=C,1,82.146,0,0,3,0.0,-2.68,-2.112,2.1386000000000003,0.0,0.0,0.0,0.0,0.0,0.0
Indole,c2ccc1[nH]ccc1c2,2,117.151,1,2,0,15.79,-1.52,-2.654,2.1678999999999995,1.0,0.0,0.0,0.0,0.0,0.0
Androstenedione,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,1,286.415,0,4,0,34.14,-3.69,-3.393,4.087400000000003,0.0,0.0,0.0,0.0,0.0,0.0
1-Hexene,CCCCC=C,1,84.162,0,0,3,0.0,-3.23,-2.364,2.3626000000000005,0.0,0.0,0.0,0.0,0.0,0.0
Xipamide,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,1,354.815,3,2,3,109.49,-3.79,-3.642,2.5621400000000008,0.5217391304347826,0.0,1.0,0.0,0.0,1.0
Ethylcyclohexane,CCC1CCCCC1,1,112.216,0,1,1,0.0,-4.25,-3.245,2.976700000000002,0.0,0.0,0.0,0.0,0.0,0.0
2-Nonanone,CCCCCCCC(=O)C,1,142.242,0,0,6,17.07,-2.58,-2.263,2.935900000000001,0.0,0.0,0.0,0.0,0.0,0.0
Mebendazole,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,1,295.298,2,3,3,84.08,-3.88,-4.118,2.972200000000001,0.6818181818181818,0.0,0.0,0.0,0.0,0.0
Chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1,1,213.664,1,1,2,38.33,-3.38,-3.544,3.2969000000000017,0.42857142857142855,0.0,1.0,0.0,0.0,1.0
RTI 12,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,1,288.738,0,3,1,49.33,-4.114,-3.446,2.878000000000001,0.6,0.0,1.0,0.0,0.0,1.0
Carbaryl,CNC(=O)Oc1cccc2ccccc12,1,201.225,1,2,1,38.33,-3.224,-3.087,2.5580000000000007,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Ethyne,C#C,1,26.038,0,0,0,0.0,0.29,-0.252,0.24939999999999998,0.0,0.0,0.0,0.0,0.0,0.0
"3,5-Dimethylpyridine",Cc1cncc(C)c1,1,107.156,0,1,0,12.89,0.38,-2.098,1.69844,0.75,0.0,0.0,0.0,0.0,0.0
"1,4-Cyclohexadiene",C1C=CCC=C1,2,80.13,0,1,0,0.0,-2.06,-1.842,1.8926,0.0,0.0,0.0,0.0,0.0,0.0
Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1,329.38,0,0,8,65.07,-2.518,-3.738,2.6320000000000006,0.0,0.0,0.0,0.0,0.0,0.0
1-Phenylethanol,CC(O)c1ccccc1,1,122.167,1,1,1,20.23,-0.92,-1.919,1.7399,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
"1,2-Dichloropropane",CC(Cl)CCl,1,112.987,0,0,1,0.0,-1.6,-1.794,1.8525,0.0,0.0,2.0,0.0,0.0,2.0
2-Ethyl-2-hexanal,CCCC=C(CC)C=O,1,126.199,0,0,4,17.07,-2.46,-2.081,2.3218000000000005,0.0,0.0,0.0,0.0,0.0,0.0
Disulfoton,CCOP(=S)(OCC)SCCSCC,1,274.413,0,0,9,18.46,-4.23,-3.975,3.7702000000000027,0.0,0.0,0.0,0.0,0.0,0.0
methyltestosterone acetate,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,1,344.495,0,4,1,43.37,-5.284,-4.863,4.840100000000005,0.0,0.0,0.0,0.0,0.0,0.0
"2,4,6-PCB",Clc1ccc(cc1)c2c(Cl)cccc2Cl ,1,257.547,0,2,1,0.0,-6.14,-5.604,5.313800000000001,0.8,0.0,3.0,0.0,0.0,3.0
difluron,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,1,310.687,2,2,2,58.2,-6.02,-4.692,3.5801000000000016,0.5714285714285714,2.0,1.0,0.0,0.0,3.0
Triclosan,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,1,289.545,1,2,2,29.46,-4.46,-5.645,5.144700000000002,0.7058823529411765,0.0,3.0,0.0,0.0,3.0
diisooctyl phthalate,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,1,390.564,0,1,14,52.6,-6.637,-7.117,6.433000000000008,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
Corticosterone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,1,346.467,2,4,2,74.6,-3.24,-3.454,2.666700000000002,0.0,0.0,0.0,0.0,0.0,0.0
"1,3,5-Trimethylbenzene ",Cc1cc(C)cc(C)c1,1,120.195,0,1,0,0.0,-3.4,-3.375,2.611860000000001,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,1,390.564,0,1,16,52.6,-5.115,-7.148,6.721200000000008,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
1-Pentadecanol,CCCCCCCCCCCCCCCO,1,228.42,1,0,13,20.23,-6.35,-4.586,5.069900000000006,0.0,0.0,0.0,0.0,0.0,0.0
"2,2',6,6'-PCB",Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,1,291.992,0,2,1,0.0,-7.39,-5.915,5.967200000000002,0.75,0.0,4.0,0.0,0.0,4.0
"5,5-Dimethylbarbituric acid",O=C1NC(=O)NC(=O)C1(C)C,1,156.141,2,1,0,75.27,-1.742,-0.556,-0.6214000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2-Iodopropane,CC(C)I,1,169.993,0,0,0,0.0,-2.09,-2.486,1.8298,0.0,0.0,0.0,0.0,1.0,1.0
"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,1,168.108,0,1,2,86.28,-3.1,-2.281,1.503,0.5,0.0,0.0,0.0,0.0,0.0
3-Methyl-2-butanone,CC(C)C(=O)C,1,86.134,0,0,1,17.07,-0.12,-0.912,1.2314,0.0,0.0,0.0,0.0,0.0,0.0
Hexadecane,CCCCCCCCCCCCCCCC,1,226.448,0,0,13,0.0,-8.4,-6.159,6.487600000000007,0.0,0.0,0.0,0.0,0.0,0.0
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,1,154.253,0,3,0,9.23,-1.74,-2.579,2.7441000000000013,0.0,0.0,0.0,0.0,0.0,0.0
Tricyclazole,Cc2cccc3sc1nncn1c23 ,1,189.243,0,3,0,30.19,-2.07,-2.868,2.25242,0.9230769230769231,0.0,0.0,0.0,0.0,0.0
2-Octanone,CCCCCCC(=O)C,1,128.215,0,0,5,17.07,-2.05,-1.909,2.5458000000000007,0.0,0.0,0.0,0.0,0.0,0.0
Methyl nonanoate,CCCCCCCCC(=O)OC,1,172.268,0,0,7,26.3,-3.38,-2.962,2.910000000000001,0.0,0.0,0.0,0.0,0.0,0.0
"1,4-Difluorobenzene",Fc1ccc(F)cc1,1,114.094,0,1,0,0.0,-1.97,-2.636,1.9647999999999999,0.75,2.0,0.0,0.0,0.0,2.0
Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,1,258.233,1,3,1,83.55,-2.676,-1.944,0.08779999999999949,0.3157894736842105,0.0,0.0,0.0,0.0,0.0
Trifluralin,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1,335.282,0,1,7,89.52,-5.68,-5.205,4.148200000000004,0.2608695652173913,3.0,0.0,0.0,0.0,3.0
Ethanol,CCO,1,46.069,1,0,0,20.23,1.1,0.02,-0.0014000000000000123,0.0,0.0,0.0,0.0,0.0,0.0
Cyclopentyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCC1)C(=O)N2,1,182.179,2,2,0,75.27,-2.349,-0.966,-0.08720000000000011,0.0,0.0,0.0,0.0,0.0,0.0
Carbetamide,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,1,236.271,2,1,4,67.43,-1.83,-2.29,1.7597,0.35294117647058826,0.0,0.0,0.0,0.0,0.0
phenothrin,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,1,350.458,0,3,6,35.53,-5.24,-6.763,5.760500000000005,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
Cycluron,CN(C)C(=O)NC1CCCCCCC1,1,198.31,1,1,1,32.34,-2.218,-2.629,2.3705,0.0,0.0,0.0,0.0,0.0,0.0
Mirex,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,1,545.546,0,6,0,0.0,-6.8,-6.155,6.222999999999999,0.0,0.0,12.0,0.0,0.0,12.0
1-Bromooctane,CCCCCCCCBr,1,193.128,0,0,6,0.0,-5.06,-3.721,3.741800000000003,0.0,0.0,0.0,1.0,0.0,1.0
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,1,290.323,2,2,4,85.25,-4.883,-2.902,2.572400000000001,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
aminopyrine,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,1,231.299,0,2,2,30.17,-0.364,-2.129,1.55042,0.6470588235294118,0.0,0.0,0.0,0.0,0.0
3-Pentanol,CCC(O)CC,1,88.15,1,0,2,20.23,-0.24,-0.97,1.1673,0.0,0.0,0.0,0.0,0.0,0.0
p-Nitrotoluene,Cc1ccc(cc1)N(=O)=O,1,137.138,0,1,1,43.14,-2.49,-2.64,1.90322,0.6,0.0,0.0,0.0,0.0,0.0
4-Methylpentanol,CC(C)CCCO,1,102.177,1,0,3,20.23,-1.14,-1.381,1.4149,0.0,0.0,0.0,0.0,0.0,0.0
Norethisterone,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,1,314.425,2,4,0,57.53,-4.57,-2.669,2.607400000000001,0.0,0.0,0.0,0.0,0.0,0.0
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,1,428.12,1,2,4,46.53,-4.93,-5.833,4.3991000000000025,0.5454545454545454,0.0,0.0,2.0,0.0,2.0
Pyrazon,Nc2cnn(c1ccccc1)c(=O)c2Cl,1,221.647,1,2,1,60.91,-2.878,-2.603,1.4681,0.8,0.0,1.0,0.0,0.0,1.0
2-Methylbutan-2-ol,CCC(C)(C)O,1,88.15,1,0,1,20.23,0.15,-0.954,1.1673,0.0,0.0,0.0,0.0,0.0,0.0
p-Cresol,Cc1ccc(O)cc1,1,108.14,1,1,0,20.23,-0.73,-2.313,1.7006199999999998,0.75,0.0,0.0,0.0,0.0,0.0
Ethyl formate,CCOC=O,1,74.079,0,0,2,26.3,0.15,-0.402,0.17930000000000001,0.0,0.0,0.0,0.0,0.0,0.0
"N,N-Dimethylaniline",CN(C)c1ccccc1,1,121.183,0,1,1,3.24,-1.92,-2.542,1.7526,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Decalin,C1CCC2CCCCC2C1,2,138.254,0,2,0,0.0,-5.19,-3.715,3.3668000000000022,0.0,0.0,0.0,0.0,0.0,0.0
Butanethiol ,CCCCS,1,90.191,1,0,2,0.0,-2.18,-1.676,1.7163,0.0,0.0,0.0,0.0,0.0,0.0
Benzo(e)pyrene,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,2,252.316,0,5,0,0.0,-7.8,-6.007,5.737200000000003,1.0,0.0,0.0,0.0,0.0,0.0
Tetrachloroethylene,ClC(=C(Cl)Cl)Cl,1,165.834,0,0,0,0.0,-2.54,-3.063,3.0682,0.0,0.0,4.0,0.0,0.0,4.0
3-Pentanone,CCC(=O)CC,1,86.134,0,0,2,17.07,-0.28,-0.912,1.3755,0.0,0.0,0.0,0.0,0.0,0.0
Acrylonitrile,C=CC#N,1,53.064,0,0,0,23.79,0.15,-0.354,0.6959799999999999,0.0,0.0,0.0,0.0,0.0,0.0
Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,410.457,3,4,2,94.83,-5.613,-3.539,1.8436999999999997,0.0,2.0,0.0,0.0,0.0,2.0
2-Hexanone,CCCCC(=O)C,1,100.161,0,0,3,17.07,-0.8,-1.2,1.7656,0.0,0.0,0.0,0.0,0.0,0.0
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,1,225.296,2,1,4,71.96,-3.239,-3.505,1.5223999999999998,0.375,0.0,0.0,0.0,0.0,0.0
3-Methylheptane,CCCCC(C)CC,1,114.232,0,0,4,0.0,-5.16,-3.308,3.2227000000000023,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-Dibromoethane",BrCCBr,1,187.862,0,0,1,0.0,-1.68,-2.102,1.7762,0.0,0.0,0.0,2.0,0.0,2.0
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,1,193.246,1,1,2,38.33,-2.863,-2.734,2.528200000000001,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
Niridazole,O=C1NCCN1c2ncc(s2)N(=O)=O,1,214.206,1,2,2,88.37,-3.22,-1.948,0.5808999999999999,0.35714285714285715,0.0,0.0,0.0,0.0,0.0
Benzo(a)fluorene,C1c2ccccc2c3ccc4ccccc4c13,2,216.283,0,4,0,0.0,-6.68,-5.189,4.411000000000003,0.9411764705882353,0.0,0.0,0.0,0.0,0.0
2-Chloroanisole,COc1ccccc1Cl,1,142.585,0,1,1,9.23,-2.46,-2.912,2.3486000000000002,0.6666666666666666,0.0,1.0,0.0,0.0,1.0
Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1,366.0,0,1,4,27.69,-6.09,-5.604,4.652000000000002,0.375,0.0,2.0,1.0,0.0,3.0
Quinonamid,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,1,332.57,1,2,3,63.24,-5.03,-3.988,2.8260000000000005,0.3,0.0,3.0,0.0,0.0,3.0
"P,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,1,320.046,0,2,3,0.0,-7.2,-6.008,5.929000000000003,0.6666666666666666,0.0,4.0,0.0,0.0,4.0
Methyl acrylate,COC(=O)C=C,1,86.09,0,0,1,26.3,-0.22,-0.878,0.34539999999999993,0.0,0.0,0.0,0.0,0.0,0.0
Chloroxuron,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,1,290.75,1,2,3,41.57,-4.89,-4.477,4.225800000000003,0.6,0.0,1.0,0.0,0.0,1.0
Azobenzene,N(=Nc1ccccc1)c2ccccc2,2,182.226,0,2,2,24.72,-4.45,-4.034,4.102000000000002,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
4-Isopropyltoluene,CC(C)c1ccc(C)cc1,1,134.222,0,1,1,0.0,-3.77,-3.617,3.118420000000002,0.6,0.0,0.0,0.0,0.0,0.0
"2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl,1,163.003,1,1,0,20.23,-1.79,-3.012,2.699,0.6666666666666666,0.0,2.0,0.0,0.0,2.0
Sucrose,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,1,342.297,8,2,5,189.53,0.79,0.31,-5.395599999999993,0.0,0.0,0.0,0.0,0.0,0.0
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,1,180.156,6,1,0,121.38,0.35,-0.887,-3.8346000000000005,0.0,0.0,0.0,0.0,0.0,0.0
Dyphylline,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,1,254.246,2,2,3,102.28,-0.17,-0.847,-2.2130999999999985,0.5,0.0,0.0,0.0,0.0,0.0
Chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,1,323.132,3,1,6,112.7,-2.111,-2.613,0.909,0.3,0.0,2.0,0.0,0.0,2.0
3-Ethyl-3-pentanol,CCC(O)(CC)CC,1,116.204,1,0,3,20.23,-0.85,-1.663,1.9475,0.0,0.0,0.0,0.0,0.0,0.0
Epitostanol,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,1,306.515,1,5,0,20.23,-5.41,-4.545,4.483900000000005,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-Dibromobenzene",Brc1ccccc1Br,1,235.906,0,1,0,0.0,-3.5,-4.172,3.2116000000000007,0.75,0.0,0.0,2.0,0.0,2.0
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,1,197.448,1,1,0,20.23,-2.34,-3.648,3.3523999999999994,0.6,0.0,3.0,0.0,0.0,3.0
oryzalin,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,1,346.365,1,1,8,149.68,-5.16,-3.784,1.7768000000000002,0.2608695652173913,0.0,0.0,0.0,0.0,0.0
RTI 20,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,1,255.292,0,3,2,20.31,-4.799,-3.663,3.2071000000000023,0.631578947368421,1.0,0.0,0.0,0.0,1.0
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,1,114.188,0,0,2,17.07,-1.3,-1.752,1.8675,0.0,0.0,0.0,0.0,0.0,0.0
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,1,238.287,2,1,3,75.27,-2.593,-2.465,1.3510999999999993,0.0,0.0,0.0,0.0,0.0,0.0
gentisin,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),1,262.261,2,3,1,75.99,-2.943,-1.292,1.5528,0.0,0.0,0.0,0.0,0.0,0.0
Caffeine,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,1,194.194,0,2,0,61.82,-0.876,-1.498,-1.0293,0.6428571428571429,0.0,0.0,0.0,0.0,0.0
Spironolactone,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,1,416.583,0,5,1,60.44,-4.173,-3.842,4.852300000000005,0.0,0.0,0.0,0.0,0.0,0.0
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,1,122.167,1,1,0,20.23,-1.38,-2.621,2.0090399999999997,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Diphenyl ether ,O(c1ccccc1)c2ccccc2,2,170.211,0,2,2,9.23,-3.96,-4.254,3.478900000000002,0.9230769230769231,0.0,0.0,0.0,0.0,0.0
